"","organization","work_area","project","survey","site_id","date","sampling_bout","dive_supervisor","surveyor","hakai_id","sample_type","collected_start","collected_end","species","quantity","length_cm","estimated_quantity","quality_log","qc_flag_lengths","qc_flag_abunds","substrate","decimal_lat","decimal_long","end_transect_decimal_lat","end_transect_decimal_lon"
"891","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2020-07-30",2,"gillian,krystal","zach","MGFSH34208","fish","2020-07-30 10:01:33","2020-07-30 10:06:38","greenling/lingcod",1,13,FALSE,NA,"AV",NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"892","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2020-07-30",2,"gillian,krystal","derek","MGFSH34209","fish","2020-07-30 09:54:44","2020-07-30 09:58:58","perch/shiner",2,10,FALSE,NA,"AV",NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"893","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2020-07-30",2,"gillian,krystal","derek","MGFSH34210","fish","2020-07-30 09:54:44","2020-07-30 09:58:58","rockfish/cqb",7,3,FALSE,NA,"AV",NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"894","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2020-07-30",2,"gillian,krystal","derek","MGFSH34211","fish","2020-07-30 09:54:44","2020-07-30 09:58:58","rockfish/black-yellowtail_complex",15,4,FALSE,NA,"AV",NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"895","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2020-07-30",2,"gillian,krystal","derek","MGFSH34212","fish","2020-07-30 09:54:44","2020-07-30 09:58:58","cod/pacific",10,6,FALSE,NA,"AV",NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"896","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2020-07-30",3,"gillian,krystal","derek","MGFSH34213","fish","2020-07-30 10:55:52","2020-07-30 23:01:03","rockfish/black-yellowtail_complex",4,4,FALSE,NA,"AV","AV","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"897","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2020-07-30",3,"gillian,krystal","derek","MGFSH34214","fish","2020-07-30 10:55:52","2020-07-30 23:01:03","rockfish/black-yellowtail_complex",8,3,FALSE,NA,"AV","AV","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"898","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2020-07-30",3,"gillian,krystal","derek","MGFSH34215","fish","2020-07-30 10:55:52","2020-07-30 23:01:03","cod/pacific",2,10,FALSE,NA,"AV","AV","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"899","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2020-07-30",3,"gillian,krystal","derek","MGFSH34216","fish","2020-07-30 10:55:52","2020-07-30 23:01:03","cod/pacific",2,8,FALSE,NA,"AV","AV","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"900","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2020-07-30",3,"gillian,krystal","derek","MGFSH34217","fish","2020-07-30 10:55:52","2020-07-30 23:01:03","cod/pacific",7,7,FALSE,NA,"AV","AV","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"901","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2020-07-30",3,"gillian,krystal","derek","MGFSH34218","fish","2020-07-30 10:55:52","2020-07-30 23:01:03","cod/pacific",1,6,FALSE,NA,"AV","AV","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"902","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2020-07-30",3,"gillian,krystal","derek","MGFSH34219","fish","2020-07-30 10:55:52","2020-07-30 23:01:03","rockfish/cqb",7,3,FALSE,NA,"AV","AV","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"903","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2020-07-30",3,"gillian,krystal","derek","MGFSH34220","fish","2020-07-30 10:55:52","2020-07-30 23:01:03","rockfish/cqb",2,4,FALSE,NA,"AV","AV","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"904","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2020-07-30",3,"gillian,krystal","derek","MGFSH34221","fish","2020-07-30 10:55:52","2020-07-30 23:01:03","rockfish/cqb",NA,6,FALSE,NA,NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"905","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2020-07-30",3,"gillian,krystal","derek","MGFSH34222","fish","2020-07-30 10:55:52","2020-07-30 23:01:03","tubesnout",2,5,FALSE,NA,"AV","AV","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"906","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2020-07-30",3,"gillian,krystal","derek","MGFSH34223","fish","2020-07-30 10:55:52","2020-07-30 23:01:03","tubesnout",1,6,FALSE,NA,"AV","AV","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"907","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2020-07-30",3,"gillian,krystal","derek","MGFSH34224","fish","2020-07-30 10:55:52","2020-07-30 23:01:03","greenling/kelp",1,18,FALSE,NA,"AV","SVD","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"908","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2020-07-30",3,"gillian,krystal","derek","MGFSH34225","fish","2020-07-30 10:55:52","2020-07-30 23:01:03","greenling/kelp",1,5,FALSE,NA,"AV","SVD","sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"909","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2020-07-30",3,"gillian,krystal","derek","MGFSH34226","fish","2020-07-30 10:55:52","2020-07-30 23:01:03","rockfish/canary",NA,5,FALSE,NA,NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"910","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2020-07-30",3,"gillian,krystal","derek","MGFSH34227","fish","2020-07-30 10:55:52","2020-07-30 23:01:03","rockfish/canary",1,4,FALSE,NA,"AV",NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"911","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","derek","MGFSH34245","fish","2020-07-31 09:03:27","2020-07-31 09:52:34","perch/shiner",2,10,FALSE,NA,"AV","SVD","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"912","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","derek","MGFSH34246","fish","2020-07-31 09:03:27","2020-07-31 09:52:34","perch/shiner",2,7,FALSE,NA,"AV","SVD","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"913","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","derek","MGFSH34247","fish","2020-07-31 09:03:27","2020-07-31 09:52:34","rockfish/copper",1,8,FALSE,NA,"AV",NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"914","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","derek","MGFSH34248","fish","2020-07-31 09:03:27","2020-07-31 09:52:34","rockfish/cqb",1,3,FALSE,NA,"AV","SVD","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"915","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","derek","MGFSH34249","fish","2020-07-31 09:03:27","2020-07-31 09:52:34","rockfish/cqb",1,7,FALSE,NA,"SVC","SVD","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"916","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","derek","MGFSH34250","fish","2020-07-31 09:03:27","2020-07-31 09:52:34","tubesnout",3,5,FALSE,NA,"AV",NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"917","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","derek","MGFSH34251","fish","2020-07-31 09:03:27","2020-07-31 09:52:34","greenling/kelp",1,18,FALSE,NA,"AV",NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"918","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","zach","MGFSH34252","fish","2020-07-31 09:53:23","2020-07-31 09:58:28","rockfish/copper",1,11,FALSE,NA,"AV",NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"919","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","zach","MGFSH34253","fish","2020-07-31 09:53:23","2020-07-31 09:58:28","perch/shiner",3,10,FALSE,NA,"AV","AV","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"920","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","zach","MGFSH34254","fish","2020-07-31 09:53:23","2020-07-31 09:58:28","perch/shiner",2,12,FALSE,NA,"AV","AV","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"921","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","zach","MGFSH34255","fish","2020-07-31 09:53:23","2020-07-31 09:58:28","perch/shiner",1,11,FALSE,NA,"AV","AV","sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"922","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","zach","MGFSH34256","fish","2020-07-31 09:53:23","2020-07-31 09:58:28","rockfish/cqb",1,5,FALSE,NA,"AV",NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"923","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","zach","MGFSH34257","fish","2020-07-31 09:53:23","2020-07-31 09:58:28","gunnel/penpoint",1,23,FALSE,NA,"AV",NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"924","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2020-07-31",4,"gillian,krystal","zach","MGFSH34258","fish","2020-07-31 09:53:23","2020-07-31 09:58:28","rockfish/black-yellowtail_complex",1,7,FALSE,NA,"AV",NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"925","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2020-07-31",5,"gillian,krystal","zach","MGFSH34259","fish","2020-07-31 11:32:02","2020-07-31 11:36:12","greenling/kelp",1,10,FALSE,NA,"AV",NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"926","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2020-07-31",5,"gillian,krystal","zach","MGFSH34260","fish","2020-07-31 11:32:02","2020-07-31 11:36:12","rockfish/cqb",1,4,FALSE,NA,"AV","SVD","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"927","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2020-07-31",5,"gillian,krystal","zach","MGFSH34261","fish","2020-07-31 11:32:02","2020-07-31 11:36:12","rockfish/cqb",1,5,FALSE,NA,"AV","SVD","sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"928","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2020-07-31",6,"gillian,krystal","derek","MGFSH34269","fish","2020-07-31 10:54:40","2020-07-31 10:58:47","rockfish/black-yellowtail_complex",1,4,FALSE,NA,"AV",NA,"sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"929","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2020-07-31",6,"gillian,krystal","derek","MGFSH34270","fish","2020-07-31 10:54:40","2020-07-31 10:58:47","tubesnout",3,5,FALSE,NA,"AV",NA,"sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"930","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2020-07-31",6,"gillian,krystal","derek","MGFSH34271","fish","2020-07-31 10:54:40","2020-07-31 10:58:47","perch/shiner",25,8,FALSE,NA,"AV",NA,"sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"931","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2020-07-31",6,"gillian,krystal","zach","MGFSH34272","fish","2020-07-31 10:58:27","2020-07-31 11:03:36","rockfish/black-yellowtail_complex",2,6,FALSE,NA,"AV",NA,"sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"932","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2020-07-31",6,"gillian,krystal","zach","MGFSH34273","fish","2020-07-31 10:58:27","2020-07-31 11:03:36","flounder/pacific_sanddab",1,7,FALSE,NA,"AV",NA,"sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"933","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6","2020-07-31",6,"gillian,krystal","zach","MGFSH34274","fish","2020-07-31 10:58:27","2020-07-31 11:03:36","greenling/kelp",1,9,FALSE,NA,"AV",NA,"sand",51.67482341,"-128.1194543",51.6749078,"-128.1192199"
"934","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2020-07-31",7,"gillian,krystal","derek","MGFSH34275","fish","2020-07-31 09:06:34","2020-07-31 09:13:45","rockfish/copper",3,12,FALSE,NA,"AV","AV","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"935","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2020-07-31",7,"gillian,krystal","derek","MGFSH34276","fish","2020-07-31 09:06:34","2020-07-31 09:13:45","rockfish/copper",1,13,FALSE,NA,"AV","AV","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"936","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2020-07-31",7,"gillian,krystal","derek","MGFSH34277","fish","2020-07-31 09:06:34","2020-07-31 09:13:45","rockfish/cqb",11,2,FALSE,NA,"AV","AV","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"937","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2020-07-31",7,"gillian,krystal","derek","MGFSH34278","fish","2020-07-31 09:06:34","2020-07-31 09:13:45","rockfish/cqb",4,3,FALSE,NA,"AV","AV","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"938","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2020-07-31",7,"gillian,krystal","derek","MGFSH34279","fish","2020-07-31 09:06:34","2020-07-31 09:13:45","rockfish/black-yellowtail_complex",1,3,FALSE,NA,"AV","AV","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"939","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2020-07-31",7,"gillian,krystal","derek","MGFSH34280","fish","2020-07-31 09:06:34","2020-07-31 09:13:45","rockfish/black-yellowtail_complex",3,4,FALSE,NA,"AV","AV","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"940","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2020-07-31",7,"gillian,krystal","derek","MGFSH34281","fish","2020-07-31 09:06:34","2020-07-31 09:13:45","tubesnout",20,10,FALSE,NA,"AV","AV","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"941","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2020-07-31",7,"gillian,krystal","derek","MGFSH34282","fish","2020-07-31 09:06:34","2020-07-31 09:13:45","tubesnout",60,12,FALSE,NA,"AV","AV","sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"942","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2020-07-31",7,"gillian,krystal","derek","MGFSH34283","fish","2020-07-31 09:06:34","2020-07-31 09:13:45","gunnel/penpoint",1,18,FALSE,NA,"AV",NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"943","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2020-08-07",1,"carolyn,gillian","derek","MGFSH34358","fish","2020-08-07 08:48:18","2020-08-07 08:53:26","pipefish/bay",1,12,FALSE,NA,"AV",NA,"sand",51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"944","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2020-08-07",1,"carolyn,gillian","derek","MGFSH34359","fish","2020-08-07 08:48:18","2020-08-07 08:53:26","greenling/white-spotted",1,13,FALSE,NA,"AV",NA,"sand",51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"945","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2020-08-07",1,"carolyn,gillian","derek","MGFSH34360","fish","2020-08-07 08:48:18","2020-08-07 08:53:26","greenling/lingcod",1,10,FALSE,NA,"AV","SVD","sand",51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"946","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2020-08-07",1,"carolyn,gillian","derek","MGFSH34361","fish","2020-08-07 08:48:18","2020-08-07 08:53:26","greenling/lingcod",1,12,FALSE,NA,"AV","SVD","sand",51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"947","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2020-08-07",1,"carolyn,gillian","derek","MGFSH34362","fish","2020-08-07 08:48:18","2020-08-07 08:53:26","perch/shiner",200,4,FALSE,NA,"AV",NA,"sand",51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"948","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2020-08-07",1,"carolyn,gillian","derek","MGFSH34363","fish","2020-08-07 08:48:18","2020-08-07 08:53:26","perch/pile",4,12,FALSE,NA,"AV","AV","sand",51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"949","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2020-08-07",1,"carolyn,gillian","derek","MGFSH34364","fish","2020-08-07 08:48:18","2020-08-07 08:53:26","perch/pile",1,13,FALSE,NA,"AV","AV","sand",51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"950","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2020-08-07",1,"carolyn,gillian","derek","MGFSH34365","fish","2020-08-07 08:48:18","2020-08-07 08:53:26","perch/pile",1,10,FALSE,NA,"AV","AV","sand",51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"951","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2020-08-07",1,"carolyn,gillian","derek","MGFSH34366","fish","2020-08-07 08:48:18","2020-08-07 08:53:26","perch/striped",2,10,FALSE,NA,"AV","SVD","sand",51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"952","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2020-08-07",1,"carolyn,gillian","derek","MGFSH34367","fish","2020-08-07 08:48:18","2020-08-07 08:53:26","perch/striped",2,12,FALSE,NA,"AV","SVD","sand",51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"953","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2020-08-07",2,"carolyn,gillian","derek","MGFSH34375","fish","2020-08-07 09:25:10","2020-08-07 09:29:15","threespine_stickleback",1,5,FALSE,NA,"AV",NA,"sand",51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"954","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2020-08-07",2,"carolyn,gillian","derek","MGFSH34376","fish","2020-08-07 09:25:10","2020-08-07 09:29:15","greenling/white-spotted",1,12,FALSE,"1: White spotted","AV",NA,"sand",51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"955","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2020-08-07",2,"carolyn,gillian","zach","MGFSH34378","fish","2020-08-07 09:18:51","2020-08-07 09:23:01","greenling/white-spotted",1,12,FALSE,"1: White spotted","AV",NA,"sand",51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"956","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2020-08-07",2,"carolyn,gillian","zach","MGFSH34379","fish","2020-08-07 09:18:51","2020-08-07 09:23:01","greenling/lingcod",1,15,FALSE,NA,"AV",NA,"sand",51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"957","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2020-08-07",3,"carolyn,gillian","derek","MGFSH34380","fish","2020-08-07 10:30:31","2020-08-07 10:36:37","perch/striped",1,10,FALSE,NA,"AV",NA,"sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"958","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2020-08-07",3,"carolyn,gillian","derek","MGFSH34381","fish","2020-08-07 10:30:31","2020-08-07 10:36:37","greenling/lingcod",1,12,FALSE,NA,"AV",NA,"sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"959","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2020-08-07",3,"carolyn,gillian","zach","MGFSH34382","fish","2020-08-07 10:26:23","2020-08-07 10:29:52","greenling/lingcod",1,14,FALSE,NA,"AV",NA,"sand",51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"960","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2020-08-07",4,"carolyn,gillian","zach","MGFSH34383","fish","2020-08-07 15:00:17","2020-08-07 15:06:29","perch/shiner",53,11,FALSE,NA,"AV","AV","sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"961","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2020-08-07",4,"carolyn,gillian","zach","MGFSH34384","fish","2020-08-07 15:00:17","2020-08-07 15:06:29","perch/shiner",2,12,FALSE,NA,"AV","AV","sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"962","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2020-08-07",4,"carolyn,gillian","zach","MGFSH34385","fish","2020-08-07 15:00:17","2020-08-07 15:06:29","perch/shiner",1,13,FALSE,NA,"AV","AV","sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"963","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2020-08-07",4,"carolyn,gillian","derek","MGFSH34386","fish","2020-08-07 14:55:44","2020-08-07 15:00:05","greenling/lingcod",1,12,FALSE,NA,"AV",NA,"sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"964","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2020-08-07",4,"carolyn,gillian","derek","MGFSH34387","fish","2020-08-07 14:55:44","2020-08-07 15:00:05","perch/shiner",1,10,FALSE,NA,"AV","SVD","sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"965","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2020-08-07",4,"carolyn,gillian","derek","MGFSH34388","fish","2020-08-07 14:55:44","2020-08-07 15:00:05","perch/shiner",1,9,FALSE,NA,"AV","SVD","sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"966","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2020-08-07",4,"carolyn,gillian","derek","MGFSH34389","fish","2020-08-07 14:55:44","2020-08-07 15:00:05","threespine_stickleback",10,4,FALSE,NA,"AV",NA,"sand",51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"967","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2020-08-07",5,"carolyn,gillian","zach","MGFSH34390","fish","2020-08-07 15:32:55","2020-08-07 15:37:13","threespine_stickleback",2,2,FALSE,NA,"AV",NA,"sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"968","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2020-08-07",5,"carolyn,gillian","zach","MGFSH34391","fish","2020-08-07 15:32:55","2020-08-07 15:37:13","perch/shiner",1,11,FALSE,NA,"AV","AV","sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"969","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2020-08-07",5,"carolyn,gillian","zach","MGFSH34392","fish","2020-08-07 15:32:55","2020-08-07 15:37:13","perch/shiner",2,12,FALSE,NA,"AV","AV","sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"970","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2020-08-07",5,"carolyn,gillian","derek","MGFSH34393","fish","2020-08-07 15:26:38","2020-08-07 15:31:52","greenling/lingcod",1,12,FALSE,NA,"AV",NA,"sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"971","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2020-08-07",5,"carolyn,gillian","derek","MGFSH34394","fish","2020-08-07 15:26:38","2020-08-07 15:31:52","perch/shiner",2,9,FALSE,NA,"AV",NA,"sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"972","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2020-08-07",5,"carolyn,gillian","derek","MGFSH34395","fish","2020-08-07 15:26:38","2020-08-07 15:31:52","sculpin/manacled",1,3,FALSE,NA,"AV",NA,"sand",51.64532132,"-128.1192523",51.6453219,"-128.1195226"
